order_year_month,market,customer_segment,department_name,category_name,product_name,order_count,order_item_count,total_quantity,total_sales,total_profit,total_cost,profit_margin,avg_sales_per_item,avg_discount_rate,avg_profit_ratio
2017-09,Europe,Corporate,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,80,88,88.0,15844.120483999988,1470.2999797789998,14373.820504220994,0.09279782877590247,180.04682368181804,0.1002272727840909,0.09670454718181819
2016-12,Africa,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,1,1,3.0,92.12999725,-152.0200043,244.15000155,-1.6500597941784918,92.12999725,0.039999999,-1.649999976
2015-03,LATAM,Consumer,Outdoors,Electronics,Titleist Pro V1x Golf Balls,2,2,7.0,274.5000076,15.720000267,258.78000733299996,0.057267758949963686,137.2500038,0.1799999995,0.055
2015-08,Europe,Corporate,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,3,3,8.0,145.13000108,19.640000106,125.490000974,0.13532694797662023,48.37666702666667,0.09000000233333333,0.15666666399999998
2016-09,Africa,Corporate,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,2,2,8.0,309.5400085,98.97999954,210.56000896,0.3197648020352755,154.77000425,0.1400000005,0.320000008
2016-01,Pacific Asia,Corporate,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,2,2,7.0,107.77000236,28.149999619,79.62000274100001,0.2612044075582963,53.88500118,0.044999999,0.269999996
2016-03,Pacific Asia,Corporate,Fitness,Baseball & Softball,adidas Men's F10 Messi TRX FG Soccer Cleat,1,1,1.0,56.68999863,9.640000343,47.049998286999994,0.17004763760743102,56.68999863,0.059999999,0.170000002
2016-12,Europe,Consumer,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2,2,3.0,137.77000427000002,35.610000138,102.16000413200001,0.2584742616993169,68.88500213500001,0.09000000100000001,0.184999995
2016-06,USCA,Home Office,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3,3,9.0,622.29999543,149.93000217,472.36999326,0.2409288177262489,207.43333181,0.016666666333333333,0.300000007
2015-08,Europe,Home Office,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,3,3,7.0,147.19000053,-6.940000057000001,154.130000587,-0.04714994246898928,49.06333351,0.18333333233333335,-0.12666666533333334
2016-12,Africa,Home Office,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,1,1,5.0,102.4599991,35.86000061,66.59999849,0.34999024912152277,102.4599991,0.180000007,0.349999994
2015-01,LATAM,Home Office,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,1,1,1.0,40.49000168,2.019999981,38.470001699,0.04988885890804438,40.49000168,0.100000001,0.050000001
2017-04,LATAM,Home Office,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,2,2,5.0,193.40000538,53.530000689999994,139.87000469,0.2767838635000145,96.70000269,0.21500000349999998,0.304999992
2016-10,USCA,Home Office,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,1,1,3.0,71.98000336,29.51000023,42.470003129999995,0.40997497711147646,71.98000336,0.25,0.409999996
2016-08,Africa,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6,8,24.0,1049.0,41.39000130399999,1007.6099986959998,0.03945662660057196,131.125,0.118750001125,0.00499999662500001
2016-07,USCA,Home Office,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2,2,2.0,62.05999947,26.55000019,35.50999928,0.42781180175217937,31.029999735,0.030000000500000002,0.425000012
2016-06,USCA,Home Office,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,3,3,14.0,221.27000427000002,47.950000058,173.32000421200001,0.21670357089834025,73.75666809,0.12000000033333334,0.21000000099999996
2015-09,Europe,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,94,106,332.0,14963.509864800017,2304.290000326,12659.219864474,0.1539939506937864,141.16518740377373,0.1004716987924529,0.16518867854716981
2016-09,Africa,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,46,52,52.0,18870.97055119999,3673.9899722779983,15196.980578921999,0.1946900379241158,362.903279830769,0.09326923126923077,0.18846153807692304
2016-08,Europe,Consumer,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3,3,3.0,1109.9400329999999,51.22999569999996,1058.7100372999998,0.04615564280669564,369.98001099999993,0.07666666833333333,0.05333333200000001
2015-10,Europe,Home Office,Footwear,Electronics,Under Armour Women's Ignite Slide,1,1,3.0,86.37000275,-8.640000343,95.010003093,-0.10003473506894152,86.37000275,0.100000001,-0.100000001
2015-06,Europe,Home Office,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,3,3,6.0,240.93000791,37.760000054,203.17000785599998,0.15672601508445283,80.31000263666667,0.08666666466666667,0.206666667
2015-08,Europe,Home Office,Outdoors,Electronics,Titleist Pro V1x Golf Balls,2,2,5.0,219.78999328999998,56.16999912,163.61999416999998,0.25556213128359756,109.89499664499999,0.130000001,0.03499999649999999
2017-05,LATAM,Home Office,Outdoors,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,1,1,1.0,199.9900055,96.0,103.9900055,0.4800239879987403,199.9900055,0.0,0.479999989
2015-01,LATAM,Home Office,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,1,1,1.0,14.98999977,7.349999905,7.639999865000001,0.49032688577552924,14.98999977,0.25,0.49000001
2015-10,Pacific Asia,Home Office,Fitness,Baseball & Softball,adidas Men's F10 Messi TRX FG Soccer Cleat,1,1,1.0,44.99000168,4.5,40.49000168,0.10002222342659846,44.99000168,0.25,0.100000001
2016-06,USCA,Home Office,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,3,3,9.0,225.60000037999998,89.970003134,135.62999724600002,0.3988032047094627,75.20000012666667,0.153333336,0.38333334533333335
2016-06,USCA,Home Office,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,1,1,1.0,27.19000053,-19.03000069,46.22000122,-0.6998896770525367,27.19000053,0.150000006,-0.699999988
2016-08,USCA,Home Office,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2,2,2.0,58.43000031,1.5599994659999998,56.870000844,0.02669860444503564,29.215000155,0.164999999,0.02500000599999999
2016-01,Pacific Asia,Home Office,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,1,1,4.0,97.95999908,6.170000076,91.78999900400001,0.06298489315992345,97.95999908,0.02,0.059999999
2015-07,Europe,Consumer,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,1,1,4.0,174.6799927,13.10000038,161.57999232,0.07499428055563458,174.6799927,0.090000004,0.079999998
2016-11,Pacific Asia,Home Office,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,1.0,28.48999977,12.53999996,15.949999810000001,0.44015444230380907,28.48999977,0.050000001,0.439999998
2015-10,Europe,Home Office,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,1,1,2.0,83.18000031,41.59000015,41.590000159999995,0.4999999999398894,83.18000031,0.200000003,0.5
2015-09,Europe,Home Office,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2,2,5.0,158.5,35.40999984,123.09000016,0.22340693905362774,79.25,0.1049999985,0.2349999995
2016-09,Europe,Home Office,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,2,2,8.0,462.6999969,65.229997155,397.469999745,0.14097686966074843,231.34999845,0.1750000045,0.1050000005
2017-02,LATAM,Home Office,Fitness,Baseball & Softball,adidas Men's F10 Messi TRX FG Soccer Cleat,1,1,4.0,226.7599945,108.8499985,117.909996,0.4800229367618899,226.7599945,0.059999999,0.479999989
2017-01,LATAM,Home Office,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,1,1,4.0,76.76000214,9.600000381,67.160001759,0.12506513956957532,76.76000214,0.039999999,0.129999995
2016-05,USCA,Home Office,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,2,2,6.0,242.04999546,-35.09000015,277.13999561,-0.14497005084967582,121.02499773,0.1399999995,-0.1499999985
2017-01,LATAM,Home Office,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,1,1,1.0,22.73999977,2.269999981,20.469999789,0.09982409867895965,22.73999977,0.090000004,0.100000001
2016-09,Africa,Home Office,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,1,1,3.0,71.22000122,-19.87000084,91.09000206,-0.2789946714353623,71.22000122,0.050000001,-0.280000001
2015-06,Europe,Home Office,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,1,1,1.0,24.98999977,4.25,20.73999977,0.1700680287761363,24.98999977,0.0,0.170000002
2015-10,Pacific Asia,Home Office,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,1,1,1.0,49.47000122,6.179999828,43.290001392,0.12492418992505534,49.47000122,0.100000001,0.129999995
2016-05,USCA,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2,2,9.0,270.3099976,82.29000091,188.01999669,0.30442825511682076,135.1549988,0.065,0.300000012
2016-01,Pacific Asia,Corporate,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,5,5,11.0,199.69000053000002,35.979999785000004,163.710000745,0.18017927632582995,39.938000106000004,0.1080000018,0.22400000379999999
2015-02,LATAM,Corporate,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,1,1,1.0,15.98999977,4.320000172,11.669999598,0.2701688701775385,15.98999977,0.200000003,0.270000011
2017-03,LATAM,Corporate,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,1,1,2.0,59.99000168,28.79000092,31.200000759999998,0.47991332078255744,59.99000168,0.25,0.479999989
2016-07,USCA,Corporate,Footwear,Electronics,Under Armour Kids' Mercenary Slide,2,2,3.0,80.88999748,2.2700004610000004,78.61999701900001,0.02806280790849643,40.44499874,0.050000001999999995,0.14499999600000002
2016-05,USCA,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,3,3,11.0,333.64999385,14.160001759999997,319.48999209,0.04243968835907112,111.21666461666666,0.063333335,0.13333333533333333
2016-10,Africa,Corporate,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1,1,4.0,224.0,64.51000214,159.48999786000002,0.2879910809821428,224.0,0.200000003,0.289999992
2015-09,Europe,Corporate,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,1,1,4.0,178.1600037,-136.6499939,314.8099976,-0.7670071343852357,178.1600037,0.01,-0.769999981
2015-12,Pacific Asia,Corporate,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,2,2,3.0,82.85000228999999,33.84999943,49.000002859999995,0.4085696861119544,41.425001144999996,0.125,0.424999997
2016-11,Pacific Asia,Consumer,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2,2,5.0,150.11000061,-90.799997331,240.90999794099997,-0.6048897272801097,75.055000305,0.130000001,-0.6999999995
2017-06,LATAM,Consumer,Outdoors,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,1,1,4.0,356.3599854,115.8199997,240.53998570000005,0.3250084309269365,356.3599854,0.01,0.330000013
2016-12,Europe,Consumer,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,4.0,115.1600037,55.27999878,59.880004920000005,0.4800277614093199,115.1600037,0.039999999,0.479999989
2017-04,LATAM,Corporate,Golf,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,1,1,1.0,188.9900055,63.88000107,125.11000443,0.33800729779861294,188.9900055,0.059999999,0.340000004
2015-05,Europe,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2,3,3.0,493.9700165,141.76000213999998,352.21001436,0.2869809854946935,164.65667216666665,0.176666667,0.2866666616666667
2015-05,LATAM,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,67,77,77.0,13809.23042349999,2632.6700056100008,11176.560417889996,0.19064567140032868,179.34065485064923,0.10363636446753247,0.19532467690909097
2017-09,Europe,Home Office,Footwear,Fitness Accessories,Bowflex SelectTech 1090 Dumbbells,3,3,3.0,1493.9699706,524.6999969999999,969.2699736,0.3512118766277965,497.98999019999997,0.16999999899999998,0.353333324
2015-08,Europe,Home Office,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2,2,2.0,56.6800003,1.9799995419999998,54.700000757999995,0.034932948685958275,28.34000015,0.190000005,0.030000001
2016-04,USCA,Home Office,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,4,4,15.0,350.36000056,-71.65999789,422.01999845,-0.20453247452751974,87.59000014,0.06249999925,-0.23999999825000007
2017-03,LATAM,Home Office,Outdoors,Trade-In,Glove It Imperial Golf Towel,1,1,2.0,30.37999916,14.89000034,15.48999882,0.4901251070344006,30.37999916,0.050000001,0.49000001
2017-01,Africa,Consumer,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,1,1,1.0,23.62000084,11.10000038,12.520000459999999,0.46994072757196403,23.62000084,0.059999999,0.469999999
2015-03,LATAM,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,3,3,7.0,96.57000065,32.670000321,63.900000328999994,0.3383038221093768,32.19000021666667,0.126666665,0.2833333313333333
2015-12,Pacific Asia,Consumer,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,4,4,8.0,318.97000116,80.190000063,238.78000109700002,0.2514029525390243,79.74250029,0.11750000125,0.26749999874999997
2016-10,Europe,Corporate,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,4.0,174.5599976,82.04000092,92.51999668,0.46998167992642087,174.5599976,0.029999999,0.469999999
2015-01,LATAM,Corporate,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,3,3,13.0,396.0900116,-15.780000689999998,411.87001229,-0.039839431007757324,132.03000386666668,0.13,-0.04666667699999999
2015-12,Pacific Asia,Corporate,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,2,2,6.0,96.23999881,13.870000121,82.36999868900001,0.1441188725322263,48.119999405,0.1450000035,0.0999999975
2015-10,Pacific Asia,Corporate,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,1,1,2.0,41.47999954,4.690000057,36.789999483,0.11306654071867427,41.47999954,0.170000002,0.109999999
2017-01,LATAM,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,26,28,28.0,5016.720153999998,-123.11000080699995,5139.8301548069985,-0.024539937853388184,179.16857692857135,0.10428571564285714,-0.024285714357142853
2017-01,Africa,Home Office,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,18,21,21.0,3895.7901154999986,350.79999475399995,3544.990120746,0.09004591735018998,185.51381502380946,0.0728571427142857,0.09428571766666664
2017-01,Pacific Asia,Corporate,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4,4,4.0,728.960022,205.30999851999997,523.6500234800001,0.28164781651084836,182.2400055,0.09000000025,0.27500000225
2016-12,Europe,Home Office,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,6,8,8.0,1463.9200440000002,228.66999985,1235.25004415,0.15620388612562777,182.99000550000002,0.085000001375,0.14375000324999998
2016-11,Pacific Asia,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8,12,12.0,2086.880066,621.560001369,1465.3200646310002,0.29784174543406655,173.90667216666668,0.13083333291666666,0.29916666483333326
2016-11,Europe,Home Office,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4,5,5.0,925.9500275,123.64999962,802.30002788,0.13353852362189167,185.1900055,0.0740000002,0.13000000159999997
2016-09,Africa,Home Office,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,25,26,26.0,4767.740142999998,598.88999844,4168.850144559999,0.12561296976708997,183.37462088461533,0.08384615426923075,0.12923076492307692
2016-08,Europe,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4,5,5.0,847.9500275,7.9400043099999955,840.01002319,0.009363764434809215,169.59000550000002,0.152000001,0.009999996200000003
2016-08,USCA,Consumer,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,183,201,201.0,36235.99110550004,5355.2499765779985,30880.74112892199,0.1477881469003109,180.27856271393054,0.09880597036318413,0.14815920459701487
2017-10,Europe,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6,9,37.0,1762.5500031000001,-82.58000371999998,1845.13000682,-0.04685257358642705,195.83888923333336,0.04444444433333334,-0.02444444844444443
2017-09,Europe,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,61,73,198.0,8975.6298711,1256.5099989650002,7719.119872134997,0.13999128941476838,122.95383385068493,0.09356164435616435,0.13712328804109586
2017-08,Europe,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,89,109,330.0,14819.269843640006,2902.670006394,11916.599837246004,0.1958713240949412,135.9566040700918,0.10238532111926611,0.19431192751376153
2017-08,Europe,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,169,201,610.0,27323.489757839972,2379.900008991001,24943.589748849026,0.08710088023467545,135.9377599892536,0.1043283587064677,0.09203980194029854
2017-01,Africa,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,1,1,1.0,15.51000023,5.739999771,9.770000458999998,0.37008379663963425,15.51000023,0.029999999,0.370000005
2015-05,LATAM,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,1,1,1.0,31.98999977,10.01000023,21.97999954,0.31291029390338754,31.98999977,0.0,0.310000002
2016-07,USCA,Corporate,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2,2,6.0,267.75000762,83.2199974,184.53001022,0.31081230637389434,133.87500381,0.1250000035,0.37999999500000003
2016-09,USCA,Corporate,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,1,1,1.0,28.79999924,10.07999992,18.71999932,0.35000000645833357,28.79999924,0.039999999,0.349999994
2016-09,Europe,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,18,20,53.0,2416.51998898,849.93998668,1566.5800023000002,0.3517206522420512,120.82599944900001,0.09849999939999998,0.32799999690000003
2017-01,Africa,Consumer,Outdoors,Electronics,Titleist Pro V1x Golf Balls,2,2,5.0,226.02999115,-200.18999866000001,426.21998981,-0.8856789209319934,113.014995575,0.065,-0.6499999909999999
2016-05,USCA,Corporate,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,3,3,9.0,386.6899948,129.25,257.4399948,0.3342470757921973,128.89666493333334,0.04666666633333333,0.3366666733333333
2016-12,Europe,Corporate,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,1,1,3.0,80.61000061,18.54000092,62.06999969,0.22999628804989783,80.61000061,0.159999996,0.230000004
2015-08,Europe,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,1,1,3.0,86.37000275,15.55000019,70.82000255999999,0.18003936198786333,86.37000275,0.100000001,0.180000007
2016-10,Pacific Asia,Corporate,Footwear,Electronics,Under Armour Women's Ignite Slide,1,1,4.0,95.97000122,7.199999809,88.770001411,0.07502344188258207,95.97000122,0.25,0.079999998
2015-06,Europe,Corporate,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,1,1,5.0,122.4499969,42.86000061,79.58999629,0.3500204303394311,122.4499969,0.02,0.349999994
2016-01,Pacific Asia,Home Office,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,2,2,9.0,149.93000030000002,25.869999889,124.060000411,0.1725471876024534,74.96500015000001,0.1650000065,0.1799999955
2016-11,Africa,Home Office,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1,1,5.0,106.25,22.30999947,83.94000052999999,0.20997646560000002,106.25,0.150000006,0.209999993
2015-09,Europe,Corporate,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,61,65,65.0,11812.350357499992,689.330002849,11123.020354650998,0.05835671834871754,181.72846703846142,0.09138461576923075,0.059846152461538474
2017-06,Europe,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,19,22,75.0,3346.6499824,29.009991706000044,3317.6399906940005,0.008668367429687391,152.12045374545457,0.10863636486363637,0.0013636364090908926
2017-03,LATAM,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,68,83,229.0,10410.01992428,844.269972696,9565.749951583995,0.08110166732023744,125.42192679855422,0.09590361457831327,0.0966265073373494
2016-04,USCA,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,4,4,11.0,343.57000159,100.84000016000002,242.73000143,0.2935064170134902,85.8925003975,0.027500001,0.3125
2016-09,Africa,Consumer,Footwear,Electronics,Under Armour Kids' Mercenary Slide,2,2,5.0,125.66999626,9.749999761,115.919996499,0.0775841493687015,62.83499813,0.074999998,0.08500000099999999
2016-09,Africa,Consumer,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1,1,5.0,213.1600037,104.4499969,108.7100068,0.49000748305016095,213.1600037,0.180000007,0.49000001
2017-06,LATAM,Consumer,Fitness,Lacrosse,Nike Kids' Grade School KD VI Basketball Shoe,1,1,5.0,424.9599915,154.2599945,270.699997,0.3629988648001938,424.9599915,0.150000006,0.360000014
2015-02,LATAM,Consumer,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1,1,5.0,123.75,30.94000053,92.80999947000001,0.2500202063030303,123.75,0.01,0.25
2016-12,Europe,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,33,39,114.0,5050.7099456000005,630.9599989339999,4419.749946666,0.12492501167755038,129.50538322051284,0.1092307701025641,0.06897435694871797
2016-11,USCA,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9,9,30.0,1358.2099914200003,445.99999811000004,912.2099933100001,0.32837337446156595,150.9122212688889,0.09888888755555555,0.31111111122222224
2016-10,Europe,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,36,43,140.0,6353.749942839997,255.22000888099993,6098.529933959001,0.04016840624466278,147.76162657767435,0.08790697644186046,0.03604651030232558
2016-10,Pacific Asia,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5,5,14.0,663.2299994399999,60.060002331,603.169997109,0.09055682400028923,132.64599988799998,0.05999999920000001,0.005999998800000006
2015-02,LATAM,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,70,79,239.0,10705.45994582,1117.4300078400004,9588.029937980004,0.10437944875748253,135.5121512129114,0.10594936805063293,0.12012658165822784
2015-01,LATAM,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,33,40,120.0,5253.389949379999,431.270008329,4822.119941051001,0.08209365999565636,131.33474873449998,0.12125000110000002,0.10299999962499999
2017-10,Europe,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,1,1.0,399.980011,103.9899979,295.9900131,0.25998798699968034,399.980011,0.0,0.25999999
2016-11,Africa,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,3,3,7.0,93.54000092999999,28.899999503000004,64.64000142699999,0.3089587258463587,31.180000309999997,0.16333333133333336,0.263333333
2015-07,Europe,Consumer,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3,3,6.0,375.90000153,68.360001685,307.539999845,0.18185688057131943,125.30000051,0.060000001666666664,0.176666664
2016-04,Pacific Asia,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5,6,14.0,629.75,230.039996385,399.710003615,0.365287806883684,104.95833333333333,0.123333334,0.33333332783333336
2015-12,Pacific Asia,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,157,187,544.0,24337.189815219986,1540.4400260279997,22796.749789192,0.06329572303638112,130.1454000813903,0.10272727320320868,0.059839570144385054
2015-12,Pacific Asia,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,232,269,817.0,36831.40966108,2701.020045736002,34130.38961534403,0.07333469097682102,136.91973851702602,0.09888475873605952,0.09063197048327139
2016-11,Pacific Asia,Consumer,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,1,1,1.0,36.88999939,3.25,33.63999939,0.08809975748823129,36.88999939,0.180000007,0.090000004
2016-10,USCA,Consumer,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,1,1,1.0,15.82999992,4.949999809,10.880000111000001,0.3126973994956281,15.82999992,0.01,0.310000002
2017-02,LATAM,Consumer,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,2.0,44.99000168,15.73999977,29.250001909999998,0.349855505273233,44.99000168,0.25,0.349999994
2016-11,USCA,Consumer,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,2.0,56.68000031,25.51000023,31.170000079999998,0.4500705732265018,56.68000031,0.059999999,0.449999988
2016-11,Africa,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,2,2,8.0,301.8800049,52.53999805,249.34000685,0.1740426566754703,150.94000245,0.155000001,0.2049999965
2017-01,LATAM,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,24,27,27.0,9407.480255399996,274.6700724999999,9132.810182899997,0.029196986338859046,348.4251946444443,0.1288888901481481,0.026296297222222223
2016-12,USCA,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8,9,9.0,3119.8300782000006,903.7300033299999,2216.10007487,0.2896728285443709,346.64778646666673,0.13333333388888888,0.28777777744444444
2016-12,Pacific Asia,Home Office,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3,3,3.0,1099.9400329999999,483.7699967,616.1700363,0.43981488279916076,366.6466776666666,0.083333335,0.4366666573333333
2016-11,Europe,Consumer,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,31,43,43.0,15391.16043139999,1221.739956195,14169.420475205001,0.0793793269611101,357.93396352093004,0.1058139537674419,0.07697674232558138
2016-10,Pacific Asia,Home Office,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6,6,6.0,2177.8900452,673.83000959,1504.06003561,0.3093957893214581,362.9816742,0.09333333366666667,0.3099999991666667
2016-12,Pacific Asia,Home Office,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,1,1,5.0,169.6999969,32.24000168,137.45999522,0.18998233511458595,169.6999969,0.029999999,0.189999998
2016-09,Africa,Home Office,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,1,1,1.0,27.89999962,13.94999981,13.94999981,0.5,27.89999962,0.07,0.5
2015-08,Europe,Home Office,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,1,1,1.0,25.20000076,12.35000038,12.85000038,0.49007936537855884,25.20000076,0.159999996,0.49000001
2016-11,Africa,Home Office,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,1,1,1.0,29.75,8.029999733,21.720000267,0.2699159574117647,29.75,0.07,0.270000011
2016-04,USCA,Home Office,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,66,72,72.0,26000.570771199982,3342.8199864340004,22657.750784765994,0.12856717707661777,361.11903848888863,0.09763888912500003,0.12124999891666666
2017-02,LATAM,Consumer,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,1,1,3.0,99.72000122,24.93000031,74.79000091,0.2500000000501404,99.72000122,0.050000001,0.25
2016-11,Europe,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,1,1,2.0,31.65999985,0.0,31.65999985,0.0,31.65999985,0.01,0.0
